20.73,16.37,33.02,19.76,29.43,20.50,25.11,18.95,22.03,32.21,32.13,3.65,
6.86,9.71,9.13,17.29,11.24,18.58,15.12,19.34,25.80,12.55,2.30,40.06,
12.78,14.68,10.63,17.41,15.70,24.72,24.64,19.07,7.18,31.88,0.57,18.27,
19.27,13.14,18.44,19.62,18.79,20.00,23.89,16.55,22.08,18.15,10.30,14.61,
11.85,12.19,19.37,19.73,25.01,29.45,29.40,14.84,26.18,35.39,0.84,0.00,
6.99,11.31,0.00,15.53,14.40,28.12,35.19,16.03,12.68,13.68,9.99,21.10,
9.56,12.87,36.10,19.74,13.72,17.31,28.76,18.89,14.72,21.72,4.91,8.96,
21.29,12.52,4.66,18.89,19.85,17.71,26.48,18.50,35.56,30.16,18.39,11.30,
9.35,11.41,0.21,19.63,21.39,16.73,25.83,16.62,15.64,25.54,4.37,14.81,
4.80,10.94,12.51,17.31,14.77,22.30,13.69,12.81,11.00,31.28,0.00,50.99,
17.22,10.99,30.64,18.32,30.72,13.04,23.03,13.41,15.76,22.26,2.61,8.45,
2.15,12.17,12.45,19.32,22.52,19.85,22.68,18.29,34.79,23.18,7.89,0.00,
6.63,9.86,6.40,19.09,18.12,30.70,23.28,16.95,14.36,13.81,0.00,22.42,
11.47,14.23,0.00,19.46,30.59,17.45,22.23,19.12,22.03,38.73,30.23,15.42,
15.66,9.24,0.00,18.51,19.54,21.94,19.16,17.45,17.33,15.26,3.90,10.28,
15.27,9.04,16.13,16.10,27.84,21.81,22.90,14.88,10.20,20.08,0.00,28.04,
15.82,13.97,1.98,20.75,17.71,23.77,26.18,22.19,16.99,10.18,12.68,11.26,
10.57,13.93,6.57,24.66,34.82,34.14,21.34,28.12,33.25,47.28,31.25,40.21,
9.36,11.65,0.00,23.27,19.17,8.79,18.68,23.93,29.04,27.68,11.50,0.55,
7.17,16.61,7.11,21.59,28.16,21.32,24.26,24.64,12.05,33.62,50.08,63.57,
5.79,11.66,5.03,22.63,27.27,22.84,24.86,22.25,21.18,31.86,25.21,23.74,
16.43,13.55,0.00,19.69,16.00,16.11,23.67,19.04,16.11,27.25,15.50,17.73,
7.75,17.12,20.35,20.82,24.83,32.42,39.27,22.64,16.44,47.41,0.00,18.12,
7.07,18.68,3.58,21.81,35.61,26.72,34.21,22.64,34.91,30.05,1.73,22.98,
2.80,10.45,47.36,20.64,23.76,24.08,28.68,25.76,16.24,21.80,3.94,30.61,
10.08,15.16,3.83,26.25,31.82,28.57,25.31,24.67,18.26,28.48,18.32,14.96,
23.92,8.67,1.25,19.15,21.34,22.46,24.46,17.63,18.36,22.52,38.54,28.98,
33.12,10.81,7.14,20.21,17.39,17.62,27.83,18.45,22.70,19.24,5.79,7.39,
17.71,13.80,17.68,24.92,19.59,25.22,31.53,26.19,44.10,22.27,31.32,67.60,
20.58,18.18,10.58,18.80,28.43,17.89,16.31,21.11,23.66,10.46,36.32,12.60,
23.17,13.78,5.28,24.75,26.84,23.97,31.45,28.41,22.93,50.38,50.39,9.56,
18.04,12.81,11.77,25.76,28.04,43.91,31.89,26.48,33.76,54.92,7.89,0.00,
4.28,10.13,1.42,24.39,24.92,28.06,25.12,20.13,21.31,28.19,0.00,7.08,
9.94,12.84,16.71,23.80,31.58,20.40,39.82,24.67,20.91,18.20,24.16,13.22,
9.37,12.58,8.54,19.80,26.83,24.31,24.82,23.10,25.50,39.28,44.63,47.16,
5.28,10.89,23.18,24.05,29.12,33.66,25.20,15.76,30.56,21.38,29.91,54.29,
8.83,12.19,17.97,22.75,21.49,26.37,30.06,21.21,24.95,25.57,35.36,22.12,
23.59,12.32,0.00,19.48,24.62,19.85,29.12,20.42,50.13,27.96,60.46,34.75,
5.10,11.90,1.43,19.03,29.41,19.60,30.68,20.11,13.62,23.29,5.03,34.96,
1.66,11.16,10.38,19.80,17.52,26.95,28.95,18.13,29.65,13.53,2.14,24.62,
5.34,12.50,0.00,22.93,32.58,30.55,43.36,22.91,21.31,48.66,10.77,5.64,
1.46,18.30,7.33,24.45,23.48,31.93,24.38,20.55,15.80,12.80,8.98,43.79,
3.82,13.48,8.35,24.22,24.56,31.98,26.72,24.17,28.49,22.25,0.10,0.00,
11.84,13.81,6.90,19.66,19.08,25.70,19.81,20.27,24.89,23.08,45.02,21.74,
4.52,14.58,0.00,27.42,14.14,20.69,25.60,21.65,33.30,14.62,20.40,2.70,
30.04,15.76,17.58,24.87,39.37,26.42,30.21,23.43,28.01,29.16,48.94,93.62,
3.68,14.08,0.66,18.44,21.81,27.30,29.72,20.15,16.14,15.06,6.79,0.00,
18.72,17.78,0.09,19.59,31.74,29.31,23.67,23.48,19.57,24.40,31.36,3.51,
16.43,17.82,15.12,25.51,24.55,27.00,28.37,25.17,29.87,34.58,37.18,17.60,
14.27,17.31,50.22,23.21,24.94,30.65,20.70,22.16,25.82,13.68,71.09,13.23,
34.66,14.95,16.02,22.14,20.91,21.81,24.28,16.10,36.40,28.08,3.41,3.95,
